reality,predict,mape,accurary
479.2,533.4093386,0.113124663,0.89
688.85,535.6172258,0.22244723,0.78
1058.53,559.0006596,0.471908534,0.53
694.84,559.0006596,0.195497295,0.8
656.91,610.3512446,0.070875394,0.93
1078.2,614.2052802,0.430341977,0.57
736.77,547.5210797,0.256862956,0.74
667.07,524.9164196,0.213101444,0.79
636.94,584.8197757,0.081829096,0.92
625.04,560.6752218,0.102977055,0.9
900.67,584.8197757,0.350683629,0.65
1092.18,527.0891529,0.517397175,0.48
892.51,560.6752218,0.371799507,0.63
670.54,527.0891529,0.213933318,0.79
686.86,560.6752218,0.183712515,0.82
1046.26,560.6752218,0.464114826,0.54
609.07,560.6752218,0.079456841,0.92
489.18,527.0891529,0.077495304,0.92
439.27,413.7176886,0.058169944,0.94
411.38,524.9164196,0.275989157,0.72
421.3,560.6752218,0.330821794,0.67
413.31,524.9164196,0.270030775,0.73
427.29,524.9164196,0.228478129,0.77
459.23,547.5210797,0.192258955,0.81
702.83,547.5210797,0.22097651,0.78
914.65,547.5210797,0.401387329,0.6
634.94,560.6752218,0.116963458,0.88
828.62,560.6752218,0.323362673,0.68
1062.23,673.3311901,0.366115446,0.63
1062.32,709.2908047,0.332319071,0.67
856.57,775.720178,0.094387875,0.91
736.77,842.2517406,0.143167801,0.86
638.94,839.9470074,0.314594496,0.69
1014.52,823.8678183,0.187923532,0.81
1066.22,842.2517406,0.210058205,0.79
902.5,829.2357716,0.0811792,0.92
670.88,808.8214385,0.205612686,0.79
662.9,733.1684302,0.106001554,0.89
588.56,680.0005536,0.155363181,0.84
892.51,631.5271927,0.292414435,0.71
924.46,580.1276757,0.372468603,0.63
551.08,565.381714,0.025952156,0.97
503.23,542.0396694,0.077121136,0.92
658.9,533.4093386,0.19045479,0.81
583.1,501.4565751,0.140016163,0.86
461.23,371.8002078,0.193894136,0.81
491.18,371.8002078,0.243046932,0.76
447.38,541.2557036,0.209834377,0.79
443.26,565.381714,0.275508086,0.72
848.59,569.7467027,0.328596021,0.67
862.56,641.7450277,0.255999551,0.74
589.02,645.857569,0.096495143,0.9
954.41,793.1972623,0.168913504,0.83
1054.24,1295.35885,0.228713433,0.77
1004.33,1241.870016,0.236515902,0.76
608.99,1493.607192,1.452597238,0
571.05,1538.623801,1.694376676,0
629.05,1281.462694,1.037139645,0
996.41,1086.492233,0.090406793,0.91
998.34,1097.155555,0.098979862,0.9
684.86,970.0989655,0.416492371,0.58
649.01,840.0967059,0.294427984,0.71
686.86,802.2861985,0.168049091,0.83
648.92,757.2824422,0.166988908,0.83
606.99,692.7447786,0.141278734,0.86
650.92,506.5839616,0.221741594,0.78
848.59,528.3991646,0.377321009,0.62
591.11,528.3991646,0.106089959,0.89
466.64,477.9199271,0.024172654,0.98
397.34,492.1868842,0.238704596,0.76
399.33,402.3670254,0.007605302,0.99
419.3,284.6455654,0.321141032,0.68
553.08,453.8504606,0.179412634,0.82
846.59,648.0035797,0.234572131,0.77
589.02,772.9185651,0.312211071,0.69
589.08,840.4227321,0.426669947,0.57
966.39,904.2476904,0.064303552,0.94
920.47,853.138423,0.073149127,0.93
768.72,919.7323457,0.19644649,0.8
609.06,947.8313455,0.556219987,0.44
527.12,1003.174931,0.903124395,0.1
515.14,1003.174931,0.947383102,0.05
784.83,1029.093082,0.311230562,0.69
912.48,914.6738152,0.002404234,1
624.96,862.6304483,0.380297056,0.62
571.05,727.16886,0.273389125,0.73
569.05,647.0663556,0.137099298,0.86
559.07,640.3181478,0.145327325,0.85
527.12,602.3869814,0.142789083,0.86
477.28,585.7027698,0.227168056,0.77
431.28,510.1039885,0.182767549,0.82
397.39,500.1981959,0.258708563,0.74
399.33,475.0976095,0.189736833,0.81
371.38,445.2097643,0.198798439,0.8
391.35,432.3045268,0.104649359,0.9
405.32,432.3045268,0.066575858,0.93
439.27,467.5331271,0.064341128,0.94
698.84,580.6283471,0.169154102,0.83
946.42,627.1263066,0.337369977,0.66
614.61,713.2587042,0.160506181,0.84
792.82,809.2715588,0.020750686,0.98
622.96,825.2981585,0.324801205,0.68
628.95,896.0080106,0.424609286,0.58
581.03,942.6350295,0.622351737,0.38
1004.33,940.1576577,0.063895674,0.94
653.82,896.0080106,0.370420009,0.63
649.02,845.4084054,0.302592224,0.7
766.72,824.1164314,0.074859703,0.93
966.48,727.8010585,0.246956938,0.75
906.49,672.236928,0.258417712,0.74
670.88,626.8426616,0.065641155,0.93
628.95,626.8426616,0.003350566,1
571.05,614.6699017,0.076385433,0.92
477.2,614.6699017,0.288076072,0.71
453.3,626.8426616,0.382842845,0.62
433.28,602.4609143,0.390465552,0.61
391.35,602.4609143,0.539442735,0.46
706.82,592.8685592,0.161217058,0.84
656.91,592.8685592,0.097488911,0.9
493.25,575.6831555,0.167122464,0.83
469.22,565.381714,0.204939504,0.8
738.77,580.1276757,0.214738449,0.79
942.43,605.1099174,0.357925875,0.64
619.07,580.1276757,0.062904557,0.94
620.97,627.718455,0.010867602,0.99
571.05,641.7450277,0.123798315,0.88
962.4,641.7450277,0.33318264,0.67
898.5,615.2502885,0.315247314,0.68
616.97,615.2502885,0.00278735,1
624.28,641.7450277,0.027976273,0.97
684.86,650.3796634,0.050346548,0.95
1062.23,650.3796634,0.387722373,0.61
1072.43,641.7450277,0.401597281,0.6
754.74,641.7450277,0.149713772,0.85
730.78,627.718455,0.14102951,0.86
650.92,589.5138888,0.094337417,0.91
937.3,589.5138888,0.371051009,0.63
634.94,580.1276757,0.086326778,0.91
467.22,605.1099174,0.295128456,0.7
397.39,580.1276757,0.459844676,0.54
393.34,580.1276757,0.474875873,0.53
391.35,580.1276757,0.482375561,0.52
399.33,542.0396694,0.357372773,0.64
