power,temperature,humidity,speed
786.69,0.77 ,0.87 ,0.23 
812.65,0.77 ,0.87 ,0.23 
826.95,0.77 ,0.87 ,0.23 
906.49,0.77 ,0.87 ,0.15 
922.46,0.82 ,0.82 ,0.31 
937.02,0.82 ,0.82 ,0.31 
1211.98,0.87 ,0.71 ,0.31 
1269.88,0.87 ,0.71 ,0.15 
1237.94,0.79 ,0.87 ,0.46 
1229.95,0.82 ,0.82 ,0.46 
1184.03,0.79 ,0.87 ,0.38 
1182.03,0.77 ,0.93 ,0.23 
1182.36,0.77 ,0.87 ,0.15 
1221.96,0.79 ,0.87 ,0.15 
1263.89,0.79 ,0.82 ,0.15 
1273.88,0.77 ,0.87 ,0.15 
1241.93,0.77 ,0.93 ,0.08 
1190.02,0.77 ,0.93 ,0.15 
992.35,0.77 ,0.93 ,0.23 
902.5,0.77 ,0.93 ,0.15 
808.65,0.77 ,0.93 ,0.08 
810.72,0.77 ,0.93 ,0.00 
762.73,0.77 ,0.87 ,0.15 
776.71,0.77 ,0.87 ,0.15 
796.83,0.77 ,0.93 ,0.23 
820.63,0.74 ,0.93 ,0.23 
830.62,0.77 ,0.93 ,0.23 
1006.32,0.77 ,0.93 ,0.31 
1297.84,0.82 ,0.82 ,0.31 
1315.81,0.87 ,0.71 ,0.38 
1309.9,0.90 ,0.66 ,0.31 
1301.83,0.92 ,0.57 ,0.38 
1286.9,0.95 ,0.53 ,0.38 
1239.93,0.92 ,0.57 ,0.46 
1182.03,0.90 ,0.61 ,0.38 
1128.12,0.90 ,0.56 ,0.38 
1185.79,0.90 ,0.61 ,0.31 
1200,0.92 ,0.57 ,0.31 
1162.15,0.90 ,0.61 ,0.31 
1174.04,0.87 ,0.61 ,0.31 
1164.29,0.85 ,0.70 ,0.23 
1178.04,0.85 ,0.70 ,0.31 
1106.16,0.82 ,0.82 ,0.15 
988.35,0.82 ,0.76 ,0.31 
898.5,0.82 ,0.70 ,0.31 
860.57,0.79 ,0.82 ,0.23 
846.65,0.79 ,0.82 ,0.08 
832.61,0.79 ,0.82 ,0.15 
832.79,0.77 ,0.87 ,0.08 
894.51,0.77 ,0.87 ,0.08 
936.44,0.79 ,0.87 ,0.15 
992.35,0.85 ,0.82 ,0.15 
1086.19,0.85 ,0.82 ,0.15 
1096.17,0.90 ,0.66 ,0.15 
1154.08,0.92 ,0.61 ,0.15 
1150.16,0.97 ,0.57 ,0.15 
1134.11,0.97 ,0.53 ,0.15 
1112.38,0.97 ,0.53 ,0.23 
1088.19,1.00 ,0.49 ,0.23 
1082.2,0.97 ,0.53 ,0.38 
1112.15,0.92 ,0.61 ,0.38 
1158.07,0.92 ,0.61 ,0.31 
1156.07,0.87 ,0.71 ,0.38 
1146.37,0.77 ,0.93 ,0.31 
964.47,0.79 ,0.87 ,0.23 
918.47,0.79 ,0.87 ,0.08 
823.87,0.79 ,0.87 ,0.08 
800.67,0.82 ,0.82 ,0.00 
762.73,0.79 ,0.87 ,0.15 
740.77,0.79 ,0.87 ,0.15 
748.81,0.77 ,0.93 ,0.15 
738.91,0.77 ,0.93 ,0.15 
720.8,0.77 ,0.93 ,0.15 
764.73,0.77 ,0.93 ,0.08 
910.48,0.79 ,0.93 ,0.08 
1042.26,0.82 ,0.87 ,0.15 
1102.16,0.87 ,0.76 ,0.15 
1106.16,0.90 ,0.66 ,0.23 
1154.08,0.92 ,0.67 ,0.23 
1188.35,0.95 ,0.57 ,0.23 
1166.06,0.97 ,0.49 ,0.23 
1152.08,1.00 ,0.46 ,0.23 
946.42,1.00 ,0.46 ,0.31 
876.54,0.97 ,0.46 ,0.23 
874.54,0.97 ,0.49 ,0.23 
992.35,0.97 ,0.53 ,0.31 
1140.33,0.92 ,0.61 ,0.23 
954.49,0.92 ,0.57 ,0.31 
932.45,0.90 ,0.66 ,0.38 
922.46,0.87 ,0.76 ,0.31 
862.56,0.87 ,0.76 ,0.23 
944.43,0.87 ,0.71 ,0.31 
888.52,0.85 ,0.76 ,0.23 
852.1,0.85 ,0.70 ,0.15 
866.73,0.85 ,0.70 ,0.08 
846.59,0.82 ,0.76 ,0.08 
832.61,0.82 ,0.82 ,0.08 
889.93,0.82 ,0.82 ,0.15 
926.46,0.85 ,0.76 ,0.15 
1032.28,0.90 ,0.71 ,0.15 
1092.18,0.92 ,0.71 ,0.23 
1154.08,0.95 ,0.62 ,0.31 
1190.27,1.00 ,0.49 ,0.31 
1233.94,1.00 ,0.46 ,0.38 
1235.94,1.00 ,0.46 ,0.31 
1176.04,1.03 ,0.46 ,0.38 
1158.15,1.03 ,0.46 ,0.31 
1132.11,1.03 ,0.39 ,0.31 
1172.05,1.03 ,0.39 ,0.23 
1202,1.03 ,0.36 ,0.23 
1198,1.00 ,0.46 ,0.23 
1205.99,0.97 ,0.46 ,0.15 
1213.98,0.95 ,0.57 ,0.23 
1164.29,0.95 ,0.57 ,0.23 
1092.18,0.92 ,0.53 ,0.23 
1016.38,0.90 ,0.71 ,0.31 
900.5,0.87 ,0.71 ,0.31 
882.53,0.87 ,0.71 ,0.31 
616.97,0.87 ,0.71 ,0.23 
463.23,0.87 ,0.71 ,0.15 
1006.32,0.85 ,0.76 ,0.23 
950.61,0.82 ,0.82 ,0.15 
1018.3,0.85 ,0.76 ,0.15 
1116.14,0.90 ,0.71 ,0.15 
